Epoch	Train Loss	Validation Loss
0	2.4065326214833402	2.2727192028082164
1	2.279341062704088	2.246305219442895
2	2.2472586978569544	2.2311359320138533
3	2.222685868436826	2.2186127639835598
4	2.2037046135396317	2.204748172000704
5	2.188356203990076	2.1935020539060632
6	2.175622708411268	2.188294976882738
7	2.164689577264308	2.179351282608779
8	2.1549935206512862	2.176786896134884
9	2.14691202078831	2.1677389845431474
10	2.1401705104031676	2.159266046493292
11	2.1342221920669693	2.1625768236299048
12	2.1292070643048007	2.1531550193474627
13	2.124749661713044	2.1519915306277837
14	2.1209149133278564	2.146654849501339
15	2.1174053201760787	2.1481001488036875
16	2.114214743729324	2.139616087832944
17	2.1107450642399477	2.1385070252172667
18	2.1081469028025204	2.1355546478101735
19	2.105706796045331	2.134477442096434
20	2.1033104372162343	2.131154707094787
21	2.1010756397708055	2.1291378050541745
22	2.0988266164852343	2.1279105949193498
23	2.09684318985144	2.125324035358517
24	2.0947939241633686	2.1249643922398453
25	2.0930329546513433	2.126776599604971
26	2.0914605382986373	2.123178823110142
27	2.0900972375343567	2.120156444605148
28	2.08878144040134	2.1232320753842764
29	2.087058290369341	2.1229413067320753
30	2.0859515922518055	2.1205727242292216
31	2.084438736229828	2.118610066211214
32	2.083491659583494	2.118921291853866
33	2.082345098278443	2.1174518157083253
34	2.0813620584161945	2.1181375439721344
35	2.0806110837816734	2.1173605849678507
36	2.0797039604264542	2.1209109963072525
37	2.0786879629585977	2.1190297962879425
38	2.0779956322785025	2.1141869414787897
