Epoch	Train Loss	Validation Loss
0	3.3092548181811714	3.0487728054106964
1	2.995471926711346	2.964163025123108
2	2.919743860635868	2.871645585501648
3	2.7924323658430086	2.727803436806526
4	2.6777815811595276	2.651527793565129
5	2.6248287145682063	2.6175782241811003
6	2.5986185670964725	2.597737591486025
7	2.581581618496668	2.5826468506877496
8	2.56791298633787	2.570310767767328
9	2.556971244013763	2.561061837345812
10	2.5487360821604805	2.5541453393263236
11	2.542478688544661	2.5487877248560755
12	2.537583018896967	2.544512616131136
13	2.5336466400154394	2.54101352916614
14	2.5304050861065726	2.5380848647577996
15	2.5276790206358988	2.5355843346766824
16	2.525342328266538	2.533409788778238
17	2.523304903113581	2.5314874694340523
18	2.521499451369374	2.5297603673895512
19	2.519874488885428	2.528185871759822
20	2.5183909606049317	2.5267290301454914
21	2.5170164840185496	2.5253615208789655
22	2.5157256935022234	2.5240598997522996
23	2.514496357298754	2.5228031094000545
24	2.513309148743211	2.521572439744265
25	2.5121472660101682	2.5203512715702003
26	2.510994991103245	2.5191223313575337
27	2.5098373892270605	2.517871060571081
28	2.508661746636475	2.516583180243295
29	2.507455559632232	2.5152453037965734
30	2.5062078588546166	2.5138469387094893
31	2.504911062831405	2.512382278469807
32	2.5035613590534584	2.5108500321249068
33	2.5021593076119335	2.509257413400839
34	2.5007120980305078	2.507619976418898
35	2.49923381851554	2.5059596425933344
36	2.497743716604105	2.504305936949961
37	2.4962651173903407	2.502687847100086
38	2.4948209888104964	2.501131201745965
39	2.493431494847305	2.499657967718791
